"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/Jonger dan 5 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/5 tot 10 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/10 tot 15 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/15 tot 20 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/20 tot 25 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/25 tot 45 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/45 tot 65 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/65 tot 80 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/80 jaar of ouder (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Totaal met migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Totaal niet-westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Marokko (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/(voormalige) Nederlandse Antillen, Aruba (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Suriname (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Turkije (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Overig niet-westerse migratieachtergrond (%)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (personen per 1 huishouden)";"Bouwen en wonen/Waarde onroerende zaken/Gemiddelde woningwaarde (1 000 euro)"
"2001";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2002";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2003";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2004";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2005";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2006";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2007";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2008";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2009";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2010";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2011";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2012";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2013";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2014";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2015";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2016";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2017";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2018";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2019";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2020";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"2021";"Oud en Nieuw Gastel";;;;;;;;;;;;;;;;;;;
"1995";"Oud-Beijerland";7,1;7,9;7,5;6,9;5,8;31,9;21,7;8,4;2,8;;;;;;;;;2,76;
"1996";"Oud-Beijerland";6,9;7,8;7,4;7;5,6;31,5;22,5;8,5;2,8;7,7;5,4;2,3;0,4;0,2;0,6;0,1;1;2,74;
"1997";"Oud-Beijerland";6,6;7,7;7,4;7,2;5,5;30,9;23,2;8,7;2,9;7,7;5,3;2,3;0,4;0,2;0,6;0,1;1;2,71;92
"1998";"Oud-Beijerland";6,7;7,2;7,6;7,1;5,6;30,5;23,7;8,7;2,9;7,7;5,3;2,5;0,4;0,2;0,6;0,1;1,2;2,67;92
"1999";"Oud-Beijerland";6,5;7,1;7,5;6,9;5,4;30,8;24;8,9;2,8;8;5,4;2,7;0,4;0,3;0,6;0,1;1,3;2,63;93
"2000";"Oud-Beijerland";6,5;6,9;7,4;7;5,4;30,3;24,6;9;3;8,2;5,4;2,7;0,4;0,2;0,6;0,1;1,3;2,63;93
"2001";"Oud-Beijerland";6,5;6,8;7,4;6,9;5,3;29,9;25;9,1;3,1;8,4;5,6;2,8;0,5;0,3;0,6;0,1;1,4;2,62;131
"2002";"Oud-Beijerland";6,4;6,7;7,4;6,8;5,3;29,1;25,8;9,4;3,2;8,6;5,7;2,9;0,5;0,3;0,6;0,1;1,5;2,62;135
"2003";"Oud-Beijerland";6,6;6,8;7;6,9;5,2;28,9;26,2;9,3;3,2;8,8;5,7;3;0,4;0,3;0,7;0,1;1,6;2,58;136
"2004";"Oud-Beijerland";6,5;6,7;7;6,9;5,1;28,5;26,6;9,3;3,4;8,9;5,7;3,2;0,5;0,2;0,7;0,1;1,7;2,56;138
"2005";"Oud-Beijerland";6,5;6,6;6,9;6,8;5,3;28,2;27;9,3;3,5;8,9;5,7;3,2;0,4;0,2;0,7;0,1;1,8;2,56;205
"2006";"Oud-Beijerland";6,3;6,6;6,8;6,8;5,2;28;27,2;9,6;3,5;8,9;5,7;3,2;0,4;0,2;0,7;0,1;1,8;2,54;207
"2007";"Oud-Beijerland";6,2;6,6;6,7;6,9;5,2;27,4;27,5;9,9;3,5;9;5,8;3,3;0,4;0,2;0,7;0,1;1,9;2,52;231
"2008";"Oud-Beijerland";5,9;6,8;6,7;6,7;5,4;26,9;28,1;10,1;3,5;9;5,7;3,3;0,4;0,2;0,7;0,1;2;2,5;249
"2009";"Oud-Beijerland";6;6,7;6,7;6,8;5,3;26,2;28,4;10,5;3,5;9,2;5,8;3,4;0,4;0,2;0,6;0,1;2;2,48;259
"2010";"Oud-Beijerland";5,8;6,7;6,7;6,7;5,3;25,4;28,9;11;3,5;9,2;5,8;3,4;0,4;0,2;0,7;0,1;2;2,47;263
"2011";"Oud-Beijerland";5,7;6,5;6,8;6,6;5,3;24,9;29,3;11,1;3,7;9,2;5,8;3,4;0,4;0,2;0,6;0,1;2,1;2,47;254
"2012";"Oud-Beijerland";5,6;6,4;6,8;6,5;5,5;24,3;29;12,1;3,8;9,4;5,8;3,6;0,4;0,3;0,6;0,1;2,2;2,46;248
"2013";"Oud-Beijerland";5,5;6;6,9;6,5;5,3;24;29;13;3,8;9,2;5,8;3,5;0,3;0,2;0,6;0,1;2,1;2,45;241
"2014";"Oud-Beijerland";5,2;6,1;6,8;6,4;5,4;23,2;29;13,7;4,1;9,5;5,9;3,6;0,3;0,3;0,6;0,1;2,3;2,42;227
"2015";"Oud-Beijerland";5,2;6,1;6,8;6,4;5,3;22,6;29,1;14,4;4,2;9,5;5,8;3,6;0,3;0,2;0,6;0,1;2,3;2,41;219
"2016";"Oud-Beijerland";5,3;5,9;6,6;6,5;5,1;22,2;29,2;14,7;4,4;9,8;5,9;4;0,3;0,3;0,6;0,1;2,6;2,4;221
"2017";"Oud-Beijerland";5,2;5,8;6,5;6,6;4,9;22,2;29;15,1;4,6;10;6;4,1;0,3;0,3;0,6;0,1;2,7;2,38;227
"2018";"Oud-Beijerland";5,3;5,8;6,2;6,7;5;22,1;28,7;15,4;4,8;10,3;6;4,4;0,3;0,3;0,6;0,1;3;2,37;234
"2019";"Oud-Beijerland";;;;;;;;;;;;;;;;;;;
"2020";"Oud-Beijerland";;;;;;;;;;;;;;;;;;;
"2021";"Oud-Beijerland";;;;;;;;;;;;;;;;;;;
"1995";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"1996";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"1997";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"1998";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"1999";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"2000";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"2001";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"2002";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"2003";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"2004";"Oude IJsselstreek";;;;;;;;;;;;;;;;;;;
"2005";"Oude IJsselstreek";6,3;6,3;6,4;5,6;4,6;27,2;28;11,9;3,8;13,2;7,5;5,7;0,1;0,2;0,1;4,2;1,1;2,53;205
"2006";"Oude IJsselstreek";5,9;6,4;6,5;5,7;4,5;26,8;28,2;12,2;3,9;13,1;7,4;5,7;0,1;0,2;0,1;4,2;1,1;2,5;206
"2007";"Oude IJsselstreek";5,7;6,6;6,5;5,6;4,3;26,1;28,8;12,4;4;13,1;7,5;5,7;0,1;0,2;0,1;4,2;1,1;2,48;217
"2008";"Oude IJsselstreek";5,3;6,7;6,5;5,6;4,4;25,4;29,3;12,7;4,1;13,1;7,5;5,6;0,1;0,2;0,1;4,3;1;2,46;229
"2009";"Oude IJsselstreek";5,2;6,5;6,5;5,8;4,4;24,6;29,7;13;4,2;13,2;7,5;5,7;0,1;0,2;0,1;4,2;1,1;2,45;234
"2010";"Oude IJsselstreek";4,9;6,4;6,5;6;4,4;23,9;30;13,4;4,4;13,2;7,5;5,7;0,1;0,2;0,1;4,2;1,2;2,42;235
"2011";"Oude IJsselstreek";4,9;6,1;6,5;6,2;4,4;23;30,5;13,6;4,8;13,2;7,5;5,7;0,1;0,2;0,1;4,2;1,2;2,4;234
"2012";"Oude IJsselstreek";4,8;5,8;6,6;6,1;4,4;22,4;30,7;14,3;4,9;13,2;7,4;5,8;0,1;0,2;0,1;4,2;1,3;2,37;221
"2013";"Oude IJsselstreek";4,6;5,5;6,7;6,1;4,5;21,9;30,6;15,1;5;13;7,2;5,8;0,1;0,2;0,1;4,1;1,3;2,34;213
"2014";"Oude IJsselstreek";4,4;5,5;6,6;6;4,7;21,2;30,9;15,6;5,1;13;7,2;5,8;0,1;0,2;0,1;4,1;1,3;2,34;197
"2015";"Oude IJsselstreek";4,4;5,2;6,6;6;4,8;20,8;31,1;16;5,1;13;7,1;5,9;0,1;0,2;0,1;4,1;1,4;2,32;189
"2016";"Oude IJsselstreek";4,3;5,2;6,3;6,3;4,9;20,1;31,3;16,4;5,2;13,2;7,1;6;0,1;0,2;0,1;4;1,6;2,31;191
"2017";"Oude IJsselstreek";4,3;5;6,1;6,5;4,9;19,8;31,3;16,9;5,3;13,3;7,1;6,2;0,1;0,2;0,1;4;1,8;2,3;193
"2018";"Oude IJsselstreek";4,2;5;5,7;6,6;5,1;19,6;31,3;17,3;5,4;13,4;7,1;6,3;0,1;0,2;0,1;4;2;2,29;198
"2019";"Oude IJsselstreek";4;4,8;5,7;6,5;5,2;19,5;31;17,8;5,5;13,6;7,1;6,5;0,1;0,2;0,1;3,9;2,2;2,28;207
"2020";"Oude IJsselstreek";3,9;4,9;5,4;6,5;5,1;19,5;30,9;18,1;5,7;13,7;7,2;6,5;0,1;0,2;0,1;3,9;2,3;2,26;216
"2021";"Oude IJsselstreek";3,9;4,7;5,4;6,3;5,3;19,6;30,6;18,4;5,9;13,6;7,1;6,5;0,1;0,2;0,1;3,8;2,3;2,26;
"1995";"Oudenbosch";5,8;6;6,8;7,4;6,5;29,2;25,3;9,4;3,5;;;;;;;;;2,61;
"1996";"Oudenbosch";5,8;6,3;6,3;7,3;6,2;29,1;25,9;9,5;3,6;15,3;5,3;10;5,5;0,4;1;1,4;1,5;2,58;
"1997";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"1998";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"1999";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2000";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2001";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2002";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2003";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2004";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2005";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2006";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2007";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2008";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2009";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2010";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2011";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2012";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2013";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2014";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2015";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2016";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2017";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2018";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2019";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2020";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"2021";"Oudenbosch";;;;;;;;;;;;;;;;;;;
"1995";"Ouder-Amstel";6,1;5,8;5,1;5,6;5,6;29,9;26;12;3,9;;;;;;;;;2,32;
"1996";"Ouder-Amstel";5,8;6,3;5,2;5,2;5,4;29,3;26,8;12,1;3,9;14,6;9,6;5;0,2;0,6;2,1;0,2;1,9;2,32;
"1997";"Ouder-Amstel";5,7;6,5;5,4;5,2;5,2;29,1;26,7;12;4,2;15,1;9,9;5,2;0,2;0,6;2,1;0,3;2,1;2,3;105
"1998";"Ouder-Amstel";5,9;6,5;5,5;5,1;4,9;29,4;26,7;11,7;4,2;15,7;10,1;5,6;0,2;0,5;2,2;0,3;2,5;2,27;106
"1999";"Ouder-Amstel";6,1;6,4;5,7;4,7;4,9;30;26,6;11,4;4,2;16,5;10,2;6,3;0,3;0,5;2,4;0,3;2,8;2,27;112
"2000";"Ouder-Amstel";6,3;6,4;5,6;4,8;4,7;30;27;11,1;4,2;17,2;10,5;6,8;0,4;0,6;2,5;0,3;3,1;2,26;112
"2001";"Ouder-Amstel";6,4;6,2;6;4,8;4,5;29,9;27,1;11;4,2;17,5;10,6;6,9;0,4;0,6;2,6;0,3;3;2,27;189
"2002";"Ouder-Amstel";6,4;6,1;6;4,9;4,2;29,4;27,6;10,9;4,3;17,9;10,8;7,2;0,4;0,6;2,7;0,3;3,2;2,28;189
"2003";"Ouder-Amstel";6,6;6;6,2;5,1;4,1;28,7;28,1;10,8;4,4;18,3;10,8;7,5;0,4;0,6;2,8;0,3;3,3;2,29;190
"2004";"Ouder-Amstel";6,7;6,2;6,1;5,3;4;27,7;28,7;11;4,4;18,4;10,7;7,6;0,4;0,6;2,9;0,3;3,4;2,29;190
"2005";"Ouder-Amstel";6,9;6,2;6,2;5,4;4;27;28,8;10,9;4,6;18,8;10,8;8,1;0,5;0,6;3;0,4;3,6;2,3;284
"2006";"Ouder-Amstel";6,8;6,3;5,9;5,7;4;26,2;29,3;11,2;4,6;19,1;10,8;8,3;0,6;0,6;3;0,4;3,7;2,29;284
"2007";"Ouder-Amstel";6,6;6,5;5,9;5,8;4;25;30;11,4;4,7;19,3;10,9;8,4;0,6;0,6;2,9;0,4;3,8;2,29;307
"2008";"Ouder-Amstel";6,2;6,8;5,8;5,8;4,1;24,4;30,4;11,3;5,1;19,8;11,1;8,7;0,7;0,7;3;0,4;4;2,29;330
"2009";"Ouder-Amstel";5,9;7;6,1;5,8;4,3;23,8;30,4;11,5;5,3;20,2;11,1;9,1;0,7;0,6;3,1;0,4;4,2;2,28;347
"2010";"Ouder-Amstel";5,6;7;6;5,8;4,7;23;30,5;11,8;5,5;20,6;11,1;9,5;0,8;0,6;3,2;0,4;4,5;2,27;348
"2011";"Ouder-Amstel";5,2;6,8;6,3;5,7;4,7;22,8;30,9;12;5,6;20,8;11,1;9,7;0,8;0,5;3,2;0,5;4,7;2,26;349
"2012";"Ouder-Amstel";5,1;6,9;6,5;5,6;4,8;22,2;30,8;12,3;5,7;21,3;11,2;10,2;0,9;0,5;3,3;0,4;5;2,26;341
"2013";"Ouder-Amstel";4,9;6,6;6,8;5,5;4,9;21,8;30,5;13,2;5,7;21,7;11,5;10,2;1;0,5;3,4;0,5;4,9;2,24;323
"2014";"Ouder-Amstel";5,1;6,3;6,9;5,8;4,6;21,1;30,7;13,9;5,6;22,3;11,7;10,6;0,9;0,6;3,4;0,4;5,3;2,25;298
"2015";"Ouder-Amstel";5;6,1;7;5,7;4,9;20,6;30,9;14,4;5,4;23,1;12;11,1;0,8;0,6;3,4;0,4;5,8;2,23;296
"2016";"Ouder-Amstel";5,2;5,8;6,8;6,1;4,3;20,7;30,9;14,9;5,4;23,8;12,2;11,6;0,9;0,6;3,3;0,5;6,2;2,22;310
"2017";"Ouder-Amstel";5,2;5,7;6,7;6,3;4,3;20,7;31;15;5,1;24,7;12,4;12,3;1;0,7;3,5;0,6;6,6;2,23;330
"2018";"Ouder-Amstel";5,3;5,5;6,6;6,4;4,5;20,7;30,5;15,5;4,9;25,6;12,7;13;1,1;0,7;3,5;0,7;7;2,23;358
"2019";"Ouder-Amstel";5,1;5,6;6,2;6,7;5,2;21,2;29,6;15,6;4,9;26,9;13,1;13,8;1,2;0,8;3,7;0,8;7,3;2,2;393
"2020";"Ouder-Amstel";5,1;5,6;5,9;6,6;5,5;21,5;29,1;15,7;5;28,1;13,3;14,8;1,5;0,9;3,6;1;7,8;2,2;435
"2021";"Ouder-Amstel";4,8;5,7;5,6;6,5;5,3;22,2;28,7;16,1;5,1;29,1;13,9;15,2;1,5;0,9;3,7;1,1;8;2,2;
"1995";"Ouderkerk";7,3;7,1;6,1;7,1;7,6;29,3;23,8;9,2;2,6;;;;;;;;;2,78;
"1996";"Ouderkerk";7,2;7;6,3;6,7;7,1;29,2;24,4;9,5;2,6;4,9;3,3;1,7;0,2;0,2;0,3;0;0,9;2,78;
"1997";"Ouderkerk";6,8;7,1;6,6;6,5;6,7;29,5;24,7;9,6;2,6;5,2;3,4;1,9;0,3;0,2;0,3;0;1,1;2,77;79
"1998";"Ouderkerk";7;6,8;6,8;6,3;6,3;29,4;25;9,8;2,8;5,1;3,3;1,8;0,3;0,1;0,2;0;1,1;2,75;80
"1999";"Ouderkerk";6,9;6,8;6,9;6;6,4;29,1;25,4;9,8;2,8;5;3,3;1,7;0,3;0,1;0,2;0;1,1;2,74;80
"2000";"Ouderkerk";7;6,9;7,2;5,7;6;29;25,3;9,9;3;5,1;3,3;1,8;0,3;0,1;0,3;0;1,1;2,72;80
"2001";"Ouderkerk";7,2;6,9;6,9;6,1;5,6;28,6;25,5;10;3,2;5,3;3,4;1,9;0,3;0,1;0,3;0;1,2;2,71;145
"2002";"Ouderkerk";7,1;6,5;7,1;6,4;5,3;28,4;25,9;10;3,3;5,2;3,4;1,9;0,3;0,1;0,3;0;1,1;2,7;147
"2003";"Ouderkerk";6,8;7,2;6,7;6,8;5,3;27,8;26,2;10;3,2;5,2;3,3;1,9;0,3;0,1;0,3;0;1,1;2,68;148
"2004";"Ouderkerk";6,9;7;6,7;7;5,4;27,1;26,4;10,3;3,2;5,3;3,4;1,9;0,3;0,1;0,3;0;1,2;2,69;149
"2005";"Ouderkerk";6,6;7,2;6,8;7,1;5,1;26,9;26,4;10,7;3,2;5,5;3,4;2,1;0,4;0,1;0,2;0;1,4;2,66;220
"2006";"Ouderkerk";6,6;7;6,9;7;5,7;26;26,7;11;3,2;5,6;3,3;2,3;0,4;0,1;0,3;0;1,5;2,66;224
"2007";"Ouderkerk";6,8;6,9;6,5;7,1;5,7;25,6;27;11,1;3,2;5,4;3,3;2,1;0,4;0,1;0,2;0;1,3;2,64;245
"2008";"Ouderkerk";6,5;6,7;7;6,7;6;25,3;27,3;10,9;3,5;5,5;3,3;2,2;0,5;0,1;0,2;0;1,4;2,63;261
"2009";"Ouderkerk";6,3;6,9;6,8;6,7;6,2;24,5;27,2;11,6;3,8;6;3,5;2,4;0,5;0,1;0,2;0;1,6;2,6;269
"2010";"Ouderkerk";6,5;6,7;6,9;6,7;6,2;24,1;27,3;11,8;3,8;5,9;3,4;2,5;0,5;0,1;0,2;0;1,6;2,59;272
"2011";"Ouderkerk";6,3;6,7;6,8;6,8;5,9;23,9;27,6;11,9;4,1;6;3,4;2,6;0,5;0,1;0,2;0;1,7;2,58;260
"2012";"Ouderkerk";6;6,8;6,8;6,4;6,1;23,2;27,7;12,8;4,1;6,2;3,5;2,8;0,5;0,2;0,2;0;1,9;2,56;258
"2013";"Ouderkerk";6,1;6,5;6,7;6,9;5,8;22,9;27,4;13,3;4,4;6,5;3,6;2,9;0,4;0,2;0,2;0;2;2,55;251
"2014";"Ouderkerk";5,9;6,3;6,8;6,8;6,1;22,7;27,3;13,6;4,4;6,6;3,7;2,9;0,5;0,2;0,2;0;2;2,53;234
"2015";"Ouderkerk";;;;;;;;;;;;;;;;;;;
"2016";"Ouderkerk";;;;;;;;;;;;;;;;;;;
"2017";"Ouderkerk";;;;;;;;;;;;;;;;;;;
"2018";"Ouderkerk";;;;;;;;;;;;;;;;;;;
"2019";"Ouderkerk";;;;;;;;;;;;;;;;;;;
"2020";"Ouderkerk";;;;;;;;;;;;;;;;;;;
"2021";"Ouderkerk";;;;;;;;;;;;;;;;;;;
"1995";"Oudewater";6,9;6,3;6,3;7,2;7,9;30,2;23,3;8,7;3,1;;;;;;;;;2,7;
"1996";"Oudewater";7,1;6,5;6;7,1;7,3;30,7;23,7;8,6;3;5;3,5;1,5;0,3;0,1;0,2;0;0,9;2,69;
"1997";"Oudewater";7,3;6,6;5,8;7;6,9;30,9;24;8,6;3;5;3,4;1,6;0,3;0,1;0,2;0;0,9;2,67;90
"1998";"Oudewater";7,4;6,9;5,7;6,8;6,4;30,9;24,3;8,6;3;5,1;3,6;1,5;0,3;0,1;0,2;0;1;2,66;91
"1999";"Oudewater";7,3;6,8;5,9;6,2;6,2;30,7;25;8,7;3,1;5,1;3,5;1,6;0,4;0,1;0,2;0,1;0,9;2,63;91
"2000";"Oudewater";7,2;6,9;6,1;6;5,9;30,4;25,4;9;3,1;5,1;3,5;1,6;0,3;0,1;0,2;0;0,9;2,61;92
"2001";"Oudewater";7,1;7,1;6,3;5,8;5,7;29,8;25,6;9,2;3,3;5,1;3,3;1,7;0,4;0,1;0,2;0;1;2,6;170
"2002";"Oudewater";6,9;7,2;6,6;5,6;5,5;29,4;25,9;9,5;3,4;5,2;3,3;1,8;0,4;0,1;0,2;0;1,1;2,58;171
"2003";"Oudewater";6,8;7,1;7;5,4;5,5;29,3;25,7;9,6;3,5;5,4;3,4;2;0,4;0,1;0,2;0,1;1,2;2,55;171
"2004";"Oudewater";6,7;7,2;6,9;5,7;5;28,9;25,8;10,2;3,5;5,6;3,5;2,1;0,4;0,1;0,3;0,1;1,3;2,55;171
"2005";"Oudewater";6,5;7,2;6,8;6;5;28,5;25,7;10,4;3,7;5,7;3,5;2,2;0,4;0,1;0,3;0,1;1,3;2,53;273
"2006";"Oudewater";6,5;7,2;7;6,1;4,7;28,2;26,1;10,6;3,7;5,8;3,6;2,3;0,5;0,1;0,3;0;1,4;2,53;274
"2007";"Oudewater";6,2;7,1;7;6,3;4,7;27,7;26,5;10,6;3,9;6;3,5;2,5;0,5;0,1;0,3;0,1;1,5;2,53;291
"2008";"Oudewater";6;6,9;7,1;6,6;4,4;27,2;26,7;11;4,1;6,1;3,7;2,5;0,5;0,1;0,3;0;1,5;2,5;312
"2009";"Oudewater";6;6,7;7,1;6,6;4,9;25,9;27,2;11,4;4,3;6,3;3,6;2,6;0,6;0,1;0,3;0;1,6;2,5;326
"2010";"Oudewater";5,6;6,7;7,1;6,5;5;25;27,8;11,8;4,5;6,3;3,5;2,8;0,6;0,1;0,3;0;1,7;2,49;331
"2011";"Oudewater";5,6;6,6;7,2;6,6;5;24,2;28,2;12,1;4,4;6,5;3,6;2,9;0,7;0,1;0,3;0;1,8;2,52;318
"2012";"Oudewater";5,5;6,4;7,1;6,7;5,2;23,7;28,5;12,5;4,4;6,7;3,6;3;0,7;0,2;0,3;0;1,8;2,5;308
"2013";"Oudewater";5,6;6,1;6,8;6,9;5,6;22,8;28,5;13,4;4,3;6,9;3,7;3,2;0,7;0,2;0,3;0;1,9;2,46;300
"2014";"Oudewater";5,3;6,1;6,9;6,8;5,6;22;28,8;14,2;4,4;6,9;3,9;3;0,6;0,2;0,3;0,1;1,8;2,45;282
"2015";"Oudewater";5,4;5,7;6,6;6,8;5,7;21,9;28,5;14,9;4,6;7,1;4;3;0,7;0,2;0,3;0;1,8;2,43;276
"2016";"Oudewater";5,2;5,8;6,4;6,8;5,5;21,6;28,8;15,3;4,6;7,7;4,4;3,2;0,7;0,1;0,3;0,1;2;2,41;273
"2017";"Oudewater";5,5;5,8;6,3;6,4;5,5;21,8;28,8;15,2;4,7;8,3;4,7;3,6;0,7;0,1;0,3;0,1;2,3;2,39;282
"2018";"Oudewater";5,3;5,8;6,1;6,5;5,6;21,7;29;15,5;4,6;8,5;4,5;4;0,7;0,2;0,3;0,1;2,7;2,4;287
"2019";"Oudewater";5,2;5,7;6;6,6;5,8;21,5;28,9;15,4;4,8;8,7;4,5;4,2;0,7;0,2;0,3;0,2;2,8;2,39;301
"2020";"Oudewater";5,3;5,8;5,7;6,4;5,7;21,5;28,7;15,6;5,2;8,8;4,5;4,3;0,7;0,2;0,4;0,2;3;2,37;318
"2021";"Oudewater";5;5,5;5,9;6,2;5,7;21,7;28,5;15,9;5,5;9,1;4,6;4,4;0,8;0,2;0,4;0,1;3;2,34;
"1995";"Overbetuwe";;;;;;;;;;;;;;;;;;;
"1996";"Overbetuwe";;;;;;;;;;;;;;;;;;;
"1997";"Overbetuwe";;;;;;;;;;;;;;;;;;;
"1998";"Overbetuwe";;;;;;;;;;;;;;;;;;;
"1999";"Overbetuwe";;;;;;;;;;;;;;;;;;;
"2000";"Overbetuwe";;;;;;;;;;;;;;;;;;;
"2001";"Overbetuwe";7,2;6,8;6,4;5,8;4,7;31,2;26,4;9,2;2,2;9,2;7,2;2,1;0,1;0,2;0,3;0,4;1,1;2,62;151
"2002";"Overbetuwe";7,2;6,8;6,5;5,7;4,7;30,7;26,7;9,2;2,4;9,5;7,3;2,2;0,1;0,2;0,3;0,4;1,2;2,59;151
"2003";"Overbetuwe";7,3;6,9;6,7;5,8;4,4;30,2;26,9;9,5;2,5;9,5;7,2;2,3;0,1;0,2;0,3;0,4;1,3;2,58;151
"2004";"Overbetuwe";7,1;7,1;6,8;5,9;4,3;29,4;27,3;9,6;2,5;9,8;7,2;2,6;0,1;0,2;0,3;0,5;1,4;2,58;151
