"Geslacht;""Leeftijd"";""Nationaliteit"";""Perioden"";""Regio's"";""Bevolking (aantal)"""
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Utrecht (CR)"";34725"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Utrecht (CR)"";37220"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Kop van Noord-Holland (CR)"";6226"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Kop van Noord-Holland (CR)"";6563"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Kop van Noord-Holland (CR)"";7207"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Kop van Noord-Holland (CR)"";8037"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Kop van Noord-Holland (CR)"";8497"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Kop van Noord-Holland (CR)"";8864"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Kop van Noord-Holland (CR)"";9443"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Kop van Noord-Holland (CR)"";10337"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Kop van Noord-Holland (CR)"";11712"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Alkmaar en omgeving (CR)"";4765"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Alkmaar en omgeving (CR)"";4788"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Alkmaar en omgeving (CR)"";5036"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Alkmaar en omgeving (CR)"";5223"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Alkmaar en omgeving (CR)"";5336"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Alkmaar en omgeving (CR)"";5521"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Alkmaar en omgeving (CR)"";5700"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Alkmaar en omgeving (CR)"";5969"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Alkmaar en omgeving (CR)"";6360"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""IJmond (CR)"";4215"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""IJmond (CR)"";4443"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""IJmond (CR)"";4679"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""IJmond (CR)"";4887"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""IJmond (CR)"";5146"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""IJmond (CR)"";5404"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""IJmond (CR)"";5592"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""IJmond (CR)"";5919"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""IJmond (CR)"";6156"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Agglomeratie Haarlem (CR)"";6935"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Agglomeratie Haarlem (CR)"";7378"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Agglomeratie Haarlem (CR)"";7732"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Agglomeratie Haarlem (CR)"";8152"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Agglomeratie Haarlem (CR)"";8763"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Agglomeratie Haarlem (CR)"";9541"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Agglomeratie Haarlem (CR)"";10284"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Agglomeratie Haarlem (CR)"";11199"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Agglomeratie Haarlem (CR)"";12441"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zaanstreek (CR)"";3911"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zaanstreek (CR)"";4214"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zaanstreek (CR)"";4496"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zaanstreek (CR)"";4843"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zaanstreek (CR)"";5294"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zaanstreek (CR)"";5723"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zaanstreek (CR)"";6298"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zaanstreek (CR)"";7035"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zaanstreek (CR)"";7583"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Groot-Amsterdam (CR)"";72394"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Groot-Amsterdam (CR)"";75322"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Groot-Amsterdam (CR)"";78623"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Groot-Amsterdam (CR)"";84988"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Groot-Amsterdam (CR)"";92336"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Groot-Amsterdam (CR)"";100495"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Groot-Amsterdam (CR)"";109536"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Groot-Amsterdam (CR)"";119337"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Groot-Amsterdam (CR)"";130770"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Het Gooi en Vechtstreek (CR)"";6192"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Het Gooi en Vechtstreek (CR)"";6387"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Het Gooi en Vechtstreek (CR)"";6584"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Het Gooi en Vechtstreek (CR)"";7075"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Het Gooi en Vechtstreek (CR)"";7541"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Het Gooi en Vechtstreek (CR)"";8096"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Het Gooi en Vechtstreek (CR)"";8709"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Het Gooi en Vechtstreek (CR)"";9228"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Het Gooi en Vechtstreek (CR)"";9828"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Agglomeratie Leiden en Bollenstreek (CR)"";15077"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Agglomeratie Leiden en Bollenstreek (CR)"";15779"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Agglomeratie Leiden en Bollenstreek (CR)"";16497"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Agglomeratie Leiden en Bollenstreek (CR)"";17167"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Agglomeratie Leiden en Bollenstreek (CR)"";17958"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Agglomeratie Leiden en Bollenstreek (CR)"";18697"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Agglomeratie Leiden en Bollenstreek (CR)"";19370"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Agglomeratie Leiden en Bollenstreek (CR)"";20254"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Agglomeratie Leiden en Bollenstreek (CR)"";21533"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Agglomeratie 's-Gravenhage (CR)"";47532"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Agglomeratie 's-Gravenhage (CR)"";50386"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Agglomeratie 's-Gravenhage (CR)"";52756"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Agglomeratie 's-Gravenhage (CR)"";56985"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Agglomeratie 's-Gravenhage (CR)"";61313"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Agglomeratie 's-Gravenhage (CR)"";65094"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Agglomeratie 's-Gravenhage (CR)"";70121"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Agglomeratie 's-Gravenhage (CR)"";74419"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Agglomeratie 's-Gravenhage (CR)"";80720"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Delft en Westland (CR)"";9403"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Delft en Westland (CR)"";9920"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Delft en Westland (CR)"";10390"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Delft en Westland (CR)"";11240"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Delft en Westland (CR)"";11611"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Delft en Westland (CR)"";12081"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Delft en Westland (CR)"";13352"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Delft en Westland (CR)"";13887"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Delft en Westland (CR)"";14567"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Oost-Zuid-Holland (CR)"";4545"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Oost-Zuid-Holland (CR)"";4761"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Oost-Zuid-Holland (CR)"";5147"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Oost-Zuid-Holland (CR)"";5737"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Oost-Zuid-Holland (CR)"";6402"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Oost-Zuid-Holland (CR)"";7317"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Oost-Zuid-Holland (CR)"";7961"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Oost-Zuid-Holland (CR)"";8703"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Oost-Zuid-Holland (CR)"";9313"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Groot-Rijnmond (CR)"";41627"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Groot-Rijnmond (CR)"";43007"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Groot-Rijnmond (CR)"";45065"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Groot-Rijnmond (CR)"";48286"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Groot-Rijnmond (CR)"";51442"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Groot-Rijnmond (CR)"";54428"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Groot-Rijnmond (CR)"";57827"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Groot-Rijnmond (CR)"";62346"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Groot-Rijnmond (CR)"";68365"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuidoost-Zuid-Holland (CR)"";6375"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuidoost-Zuid-Holland (CR)"";6764"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuidoost-Zuid-Holland (CR)"";7109"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuidoost-Zuid-Holland (CR)"";7510"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuidoost-Zuid-Holland (CR)"";7743"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuidoost-Zuid-Holland (CR)"";8104"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuidoost-Zuid-Holland (CR)"";8570"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuidoost-Zuid-Holland (CR)"";8660"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuidoost-Zuid-Holland (CR)"";9174"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zeeuwsch-Vlaanderen (CR)"";7176"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zeeuwsch-Vlaanderen (CR)"";7725"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zeeuwsch-Vlaanderen (CR)"";8163"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zeeuwsch-Vlaanderen (CR)"";8607"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zeeuwsch-Vlaanderen (CR)"";8986"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zeeuwsch-Vlaanderen (CR)"";9451"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zeeuwsch-Vlaanderen (CR)"";9946"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zeeuwsch-Vlaanderen (CR)"";10598"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zeeuwsch-Vlaanderen (CR)"";10998"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Overig Zeeland (CR)"";5721"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Overig Zeeland (CR)"";6067"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Overig Zeeland (CR)"";6452"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Overig Zeeland (CR)"";6878"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Overig Zeeland (CR)"";7217"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Overig Zeeland (CR)"";7436"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Overig Zeeland (CR)"";7971"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Overig Zeeland (CR)"";8511"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Overig Zeeland (CR)"";8955"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""West-Noord-Brabant (CR)"";13868"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""West-Noord-Brabant (CR)"";14674"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""West-Noord-Brabant (CR)"";15979"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""West-Noord-Brabant (CR)"";17393"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""West-Noord-Brabant (CR)"";18493"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""West-Noord-Brabant (CR)"";20168"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""West-Noord-Brabant (CR)"";22132"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""West-Noord-Brabant (CR)"";23810"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""West-Noord-Brabant (CR)"";24761"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Midden-Noord-Brabant (CR)"";8805"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Midden-Noord-Brabant (CR)"";9662"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Midden-Noord-Brabant (CR)"";10734"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Midden-Noord-Brabant (CR)"";11704"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Midden-Noord-Brabant (CR)"";12896"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Midden-Noord-Brabant (CR)"";14031"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Midden-Noord-Brabant (CR)"";15747"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Midden-Noord-Brabant (CR)"";17762"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Midden-Noord-Brabant (CR)"";20006"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Noordoost-Noord-Brabant (CR)"";9689"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Noordoost-Noord-Brabant (CR)"";10428"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Noordoost-Noord-Brabant (CR)"";11095"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Noordoost-Noord-Brabant (CR)"";11895"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Noordoost-Noord-Brabant (CR)"";12783"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Noordoost-Noord-Brabant (CR)"";13788"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Noordoost-Noord-Brabant (CR)"";14832"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Noordoost-Noord-Brabant (CR)"";16420"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Noordoost-Noord-Brabant (CR)"";18071"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuidoost-Noord-Brabant (CR)"";20158"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuidoost-Noord-Brabant (CR)"";21583"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuidoost-Noord-Brabant (CR)"";23121"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuidoost-Noord-Brabant (CR)"";24766"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuidoost-Noord-Brabant (CR)"";26744"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuidoost-Noord-Brabant (CR)"";28614"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuidoost-Noord-Brabant (CR)"";31299"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuidoost-Noord-Brabant (CR)"";34327"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuidoost-Noord-Brabant (CR)"";37478"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Noord-Limburg (CR)"";7575"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Noord-Limburg (CR)"";8072"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Noord-Limburg (CR)"";8730"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Noord-Limburg (CR)"";9415"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Noord-Limburg (CR)"";9878"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Noord-Limburg (CR)"";10613"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Noord-Limburg (CR)"";11347"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Noord-Limburg (CR)"";12255"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Noord-Limburg (CR)"";13297"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Midden-Limburg (CR)"";5382"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Midden-Limburg (CR)"";5671"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Midden-Limburg (CR)"";5858"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Midden-Limburg (CR)"";6171"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Midden-Limburg (CR)"";6379"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Midden-Limburg (CR)"";6598"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Midden-Limburg (CR)"";7007"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Midden-Limburg (CR)"";7557"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Midden-Limburg (CR)"";8190"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Zuid-Limburg (CR)"";25444"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Zuid-Limburg (CR)"";26652"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Zuid-Limburg (CR)"";27296"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Zuid-Limburg (CR)"";27626"
