"Geslacht;""Leeftijd"";""Burgerlijke staat"";""Perioden"";""Regio's"";""Bevolking op 1 januari (aantal)"""
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Achterhoek (CR)"";23900"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Achterhoek (CR)"";24778"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Achterhoek (CR)"";25524"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Achterhoek (CR)"";26172"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Achterhoek (CR)"";26746"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Achterhoek (CR)"";27314"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Achterhoek (CR)"";27947"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Arnhem/Nijmegen (CR)"";50583"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Arnhem/Nijmegen (CR)"";51640"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Arnhem/Nijmegen (CR)"";52636"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Arnhem/Nijmegen (CR)"";54070"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Arnhem/Nijmegen (CR)"";55462"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Arnhem/Nijmegen (CR)"";56581"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Arnhem/Nijmegen (CR)"";57757"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Arnhem/Nijmegen (CR)"";59084"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Arnhem/Nijmegen (CR)"";60184"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Arnhem/Nijmegen (CR)"";61020"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zuidwest-Gelderland (CR)"";12841"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zuidwest-Gelderland (CR)"";13256"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zuidwest-Gelderland (CR)"";13697"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zuidwest-Gelderland (CR)"";14102"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zuidwest-Gelderland (CR)"";14639"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zuidwest-Gelderland (CR)"";15070"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zuidwest-Gelderland (CR)"";15555"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zuidwest-Gelderland (CR)"";15977"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zuidwest-Gelderland (CR)"";16411"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zuidwest-Gelderland (CR)"";16790"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Utrecht (CR)"";78328"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Utrecht (CR)"";79719"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Utrecht (CR)"";81428"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Utrecht (CR)"";83339"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Utrecht (CR)"";85345"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Utrecht (CR)"";87197"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Utrecht (CR)"";88810"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Utrecht (CR)"";90277"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Utrecht (CR)"";93622"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Utrecht (CR)"";94803"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Kop van Noord-Holland (CR)"";25772"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Kop van Noord-Holland (CR)"";26378"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Kop van Noord-Holland (CR)"";26889"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Kop van Noord-Holland (CR)"";27560"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Kop van Noord-Holland (CR)"";28299"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Kop van Noord-Holland (CR)"";28831"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Kop van Noord-Holland (CR)"";29299"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Kop van Noord-Holland (CR)"";29960"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Kop van Noord-Holland (CR)"";30409"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Kop van Noord-Holland (CR)"";30928"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Alkmaar en omgeving (CR)"";17421"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Alkmaar en omgeving (CR)"";17657"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Alkmaar en omgeving (CR)"";17959"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Alkmaar en omgeving (CR)"";18471"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Alkmaar en omgeving (CR)"";19349"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Alkmaar en omgeving (CR)"";19882"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Alkmaar en omgeving (CR)"";20283"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Alkmaar en omgeving (CR)"";20705"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Alkmaar en omgeving (CR)"";21094"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Alkmaar en omgeving (CR)"";21540"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""IJmond (CR)"";14049"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""IJmond (CR)"";14408"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""IJmond (CR)"";14649"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""IJmond (CR)"";14953"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""IJmond (CR)"";15424"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""IJmond (CR)"";15806"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""IJmond (CR)"";16128"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""IJmond (CR)"";16452"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""IJmond (CR)"";16693"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""IJmond (CR)"";16939"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Agglomeratie Haarlem (CR)"";18321"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Agglomeratie Haarlem (CR)"";18581"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Agglomeratie Haarlem (CR)"";18863"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Agglomeratie Haarlem (CR)"";19245"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Agglomeratie Haarlem (CR)"";19519"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Agglomeratie Haarlem (CR)"";19848"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Agglomeratie Haarlem (CR)"";20063"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Agglomeratie Haarlem (CR)"";20152"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Agglomeratie Haarlem (CR)"";19805"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Agglomeratie Haarlem (CR)"";19889"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zaanstreek (CR)"";12699"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zaanstreek (CR)"";13014"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zaanstreek (CR)"";13488"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zaanstreek (CR)"";13895"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zaanstreek (CR)"";14290"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zaanstreek (CR)"";14517"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zaanstreek (CR)"";14827"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zaanstreek (CR)"";15145"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zaanstreek (CR)"";15380"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zaanstreek (CR)"";15478"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Groot-Amsterdam (CR)"";106559"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Groot-Amsterdam (CR)"";107164"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Groot-Amsterdam (CR)"";107876"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Groot-Amsterdam (CR)"";108965"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Groot-Amsterdam (CR)"";109646"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Groot-Amsterdam (CR)"";110561"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Groot-Amsterdam (CR)"";111244"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Groot-Amsterdam (CR)"";111847"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Groot-Amsterdam (CR)"";112181"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Groot-Amsterdam (CR)"";112407"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Het Gooi en Vechtstreek (CR)"";19269"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Het Gooi en Vechtstreek (CR)"";19544"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Het Gooi en Vechtstreek (CR)"";19858"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Het Gooi en Vechtstreek (CR)"";20168"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Het Gooi en Vechtstreek (CR)"";20661"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Het Gooi en Vechtstreek (CR)"";21033"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Het Gooi en Vechtstreek (CR)"";21362"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Het Gooi en Vechtstreek (CR)"";21691"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Het Gooi en Vechtstreek (CR)"";21869"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Het Gooi en Vechtstreek (CR)"";22005"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Agglomeratie Leiden en Bollenstreek (CR)"";25286"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Agglomeratie Leiden en Bollenstreek (CR)"";25771"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Agglomeratie Leiden en Bollenstreek (CR)"";26293"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Agglomeratie Leiden en Bollenstreek (CR)"";26928"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Agglomeratie Leiden en Bollenstreek (CR)"";27718"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Agglomeratie Leiden en Bollenstreek (CR)"";28406"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Agglomeratie Leiden en Bollenstreek (CR)"";29039"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Agglomeratie Leiden en Bollenstreek (CR)"";29517"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Agglomeratie Leiden en Bollenstreek (CR)"";29973"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Agglomeratie Leiden en Bollenstreek (CR)"";30492"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Agglomeratie 's-Gravenhage (CR)"";72472"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Agglomeratie 's-Gravenhage (CR)"";73426"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Agglomeratie 's-Gravenhage (CR)"";74362"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Agglomeratie 's-Gravenhage (CR)"";75410"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Agglomeratie 's-Gravenhage (CR)"";76747"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Agglomeratie 's-Gravenhage (CR)"";77854"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Agglomeratie 's-Gravenhage (CR)"";79000"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Agglomeratie 's-Gravenhage (CR)"";80030"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Agglomeratie 's-Gravenhage (CR)"";80638"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Agglomeratie 's-Gravenhage (CR)"";81096"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Delft en Westland (CR)"";13038"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Delft en Westland (CR)"";13274"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Delft en Westland (CR)"";13561"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Delft en Westland (CR)"";13827"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Delft en Westland (CR)"";14258"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Delft en Westland (CR)"";14503"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Delft en Westland (CR)"";14905"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Delft en Westland (CR)"";15129"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Delft en Westland (CR)"";15403"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Delft en Westland (CR)"";15632"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Oost-Zuid-Holland (CR)"";17685"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Oost-Zuid-Holland (CR)"";17983"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Oost-Zuid-Holland (CR)"";18320"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Oost-Zuid-Holland (CR)"";18835"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Oost-Zuid-Holland (CR)"";20770"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Oost-Zuid-Holland (CR)"";21375"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Oost-Zuid-Holland (CR)"";21977"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Oost-Zuid-Holland (CR)"";22580"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Oost-Zuid-Holland (CR)"";23123"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Oost-Zuid-Holland (CR)"";23687"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Groot-Rijnmond (CR)"";113488"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Groot-Rijnmond (CR)"";114722"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Groot-Rijnmond (CR)"";116100"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Groot-Rijnmond (CR)"";117824"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Groot-Rijnmond (CR)"";118860"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Groot-Rijnmond (CR)"";121091"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Groot-Rijnmond (CR)"";122763"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Groot-Rijnmond (CR)"";123941"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Groot-Rijnmond (CR)"";125244"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Groot-Rijnmond (CR)"";126428"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zuidoost-Zuid-Holland (CR)"";25039"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zuidoost-Zuid-Holland (CR)"";25563"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zuidoost-Zuid-Holland (CR)"";25979"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zuidoost-Zuid-Holland (CR)"";26605"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zuidoost-Zuid-Holland (CR)"";27426"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zuidoost-Zuid-Holland (CR)"";28182"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zuidoost-Zuid-Holland (CR)"";28685"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zuidoost-Zuid-Holland (CR)"";29136"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zuidoost-Zuid-Holland (CR)"";27572"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zuidoost-Zuid-Holland (CR)"";28020"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zeeuwsch-Vlaanderen (CR)"";8040"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zeeuwsch-Vlaanderen (CR)"";8135"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zeeuwsch-Vlaanderen (CR)"";8316"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zeeuwsch-Vlaanderen (CR)"";8543"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zeeuwsch-Vlaanderen (CR)"";8766"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zeeuwsch-Vlaanderen (CR)"";8901"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zeeuwsch-Vlaanderen (CR)"";9007"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zeeuwsch-Vlaanderen (CR)"";9129"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zeeuwsch-Vlaanderen (CR)"";9250"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zeeuwsch-Vlaanderen (CR)"";9349"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Overig Zeeland (CR)"";18636"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Overig Zeeland (CR)"";19062"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Overig Zeeland (CR)"";19442"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Overig Zeeland (CR)"";19863"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Overig Zeeland (CR)"";20462"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Overig Zeeland (CR)"";20888"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Overig Zeeland (CR)"";21366"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Overig Zeeland (CR)"";21690"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Overig Zeeland (CR)"";22034"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Overig Zeeland (CR)"";22351"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""West-Noord-Brabant (CR)"";42227"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""West-Noord-Brabant (CR)"";43155"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""West-Noord-Brabant (CR)"";44217"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""West-Noord-Brabant (CR)"";45308"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""West-Noord-Brabant (CR)"";46691"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""West-Noord-Brabant (CR)"";47512"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""West-Noord-Brabant (CR)"";48380"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""West-Noord-Brabant (CR)"";49306"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""West-Noord-Brabant (CR)"";50135"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""West-Noord-Brabant (CR)"";50871"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Midden-Noord-Brabant (CR)"";29217"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Midden-Noord-Brabant (CR)"";29801"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Midden-Noord-Brabant (CR)"";30533"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Midden-Noord-Brabant (CR)"";31336"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Midden-Noord-Brabant (CR)"";32189"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Midden-Noord-Brabant (CR)"";33012"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Midden-Noord-Brabant (CR)"";33656"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Midden-Noord-Brabant (CR)"";34512"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Midden-Noord-Brabant (CR)"";35176"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Midden-Noord-Brabant (CR)"";35893"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Noordoost-Noord-Brabant (CR)"";38663"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Noordoost-Noord-Brabant (CR)"";39687"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Noordoost-Noord-Brabant (CR)"";40801"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Noordoost-Noord-Brabant (CR)"";41906"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Noordoost-Noord-Brabant (CR)"";43191"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Noordoost-Noord-Brabant (CR)"";44523"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Noordoost-Noord-Brabant (CR)"";45761"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Noordoost-Noord-Brabant (CR)"";46887"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Noordoost-Noord-Brabant (CR)"";47951"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Noordoost-Noord-Brabant (CR)"";48964"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Zuidoost-Noord-Brabant (CR)"";49178"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Zuidoost-Noord-Brabant (CR)"";50325"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Zuidoost-Noord-Brabant (CR)"";51599"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Zuidoost-Noord-Brabant (CR)"";52814"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Zuidoost-Noord-Brabant (CR)"";54346"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Zuidoost-Noord-Brabant (CR)"";55658"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Zuidoost-Noord-Brabant (CR)"";56879"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Zuidoost-Noord-Brabant (CR)"";57944"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Zuidoost-Noord-Brabant (CR)"";58759"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Zuidoost-Noord-Brabant (CR)"";59644"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Noord-Limburg (CR)"";17263"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Noord-Limburg (CR)"";17721"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2013"";""Noord-Limburg (CR)"";18193"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2014"";""Noord-Limburg (CR)"";18680"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2015"";""Noord-Limburg (CR)"";19186"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2016"";""Noord-Limburg (CR)"";19575"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2017"";""Noord-Limburg (CR)"";19855"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2018"";""Noord-Limburg (CR)"";20262"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2019"";""Noord-Limburg (CR)"";20560"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2020"";""Noord-Limburg (CR)"";20942"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2011"";""Midden-Limburg (CR)"";15809"
"Totaal mannen en vrouwen;""Totaal"";""Gescheiden"";""2012"";""Midden-Limburg (CR)"";16332"
